epoch,step,train_loss_RANK,val_kendall_corr_metric,val_loss_RANK,val_map_at_k_metric,val_ndcg_at_k_metric
49,1249,,0.3013138175010681,6069.9208984375,0.8901240229606628,0.8848955631256104
49,1249,6524.9755859375,,,,
50,1274,,0.3009127080440521,6071.82080078125,0.8913223743438721,0.8851494789123535
50,1274,6538.3955078125,,,,
51,1299,,0.3013833463191986,6063.0546875,0.8909093737602234,0.8856984376907349
51,1299,6524.162109375,,,,
52,1324,,0.29986581206321716,6075.20703125,0.8904272317886353,0.8867747783660889
52,1324,6524.1767578125,,,,
53,1349,,0.3017953038215637,6036.02734375,0.8917325139045715,0.8867424130439758
53,1349,6536.564453125,,,,
54,1374,,0.301743745803833,6050.029296875,0.8929848670959473,0.8851739764213562
54,1374,6521.80517578125,,,,
55,1399,,0.3018750548362732,6070.93701171875,0.8919700384140015,0.885097086429596
55,1399,6528.251953125,,,,
